iter	Logloss
299	0.4369126733
300	0.4368464418
301	0.4367813114
302	0.436735383
303	0.4366826779
304	0.436623114
305	0.4365711309
306	0.4365287382
307	0.4364930049
308	0.4364227234
309	0.4363684237
310	0.4363306382
311	0.4362806065
312	0.4362280341
313	0.4361746509
314	0.436117643
315	0.4360684978
316	0.4360285912
317	0.4359701121
318	0.4359269592
319	0.4358590764
320	0.4357984639
321	0.4357542804
322	0.4357022998
323	0.4356455275
324	0.4355428529
325	0.4354999574
326	0.4354305293
327	0.4353737248
328	0.435333853
329	0.4352921009
330	0.435247185
331	0.4352020362
332	0.435142801
333	0.4350711105
334	0.4350351365
335	0.4349802597
336	0.4349368596
337	0.4348718951
338	0.434794744
339	0.4347276168
340	0.4346882526
341	0.434626431
342	0.4345752409
343	0.4345373575
344	0.4344745613
345	0.4344147797
346	0.434373943
347	0.4343308928
348	0.434287276
349	0.4342097024
350	0.4341460361
351	0.4341029085
352	0.4340548612
353	0.4340238204
354	0.433982693
355	0.4339410319
356	0.4338927816
357	0.4338536981
358	0.4338100475
359	0.433745906
360	0.433688315
361	0.4336368067
362	0.4335736784
363	0.4335221079
364	0.4334780798
365	0.4334201696
366	0.4333739911
367	0.433335956
368	0.4332844748
369	0.4332493781
370	0.4331880667
371	0.4331005188
372	0.4330425019
373	0.4330008603
374	0.4329600429
375	0.4329225193
376	0.4328764892
377	0.4328217492
378	0.4327717936
379	0.4327072048
380	0.4326696322
381	0.4326193226
382	0.4325813659
383	0.4325385177
384	0.4324976876
385	0.4324535385
386	0.4324155973
387	0.432375607
388	0.4323371069
389	0.4322942772
390	0.4322559572
391	0.4322109139
392	0.4321801306
393	0.432127069
394	0.4320696801
395	0.4320257421
396	0.4319799824
397	0.4319415375
398	0.4319004724
399	0.4318659614
400	0.4317846141
401	0.4317480627
402	0.4317031945
403	0.4316390543
404	0.4316113521
405	0.4315638728
406	0.4315319188
407	0.4314805812
408	0.4314326403
409	0.4313426722
410	0.4312956952
411	0.431227129
412	0.431182089
413	0.4311376666
414	0.4311040338
415	0.4310570939
416	0.431031635
417	0.4309783811
418	0.4309327724
419	0.4308770195
420	0.4308503361
421	0.4307655995
422	0.430708172
423	0.4306751955
424	0.4306255896
425	0.4305705442
426	0.4305393231
427	0.4305006791
428	0.4304528053
429	0.4304065661
430	0.4303490875
431	0.4302762574
432	0.4302444723
433	0.4301868512
434	0.4301302425
435	0.4300856813
436	0.4300329672
437	0.4299935879
438	0.4299428211
439	0.4299044358
440	0.4298337309
441	0.4297944726
442	0.4297510952
443	0.4296998909
444	0.4296675346
445	0.4296248985
446	0.4295775855
447	0.4295152093
448	0.429464684
449	0.4294205476
450	0.4293534897
451	0.4293133292
452	0.4292743506
453	0.4292290253
454	0.4291986038
455	0.4291595876
456	0.4291100831
457	0.4290580732
458	0.4290136881
459	0.4289655972
460	0.4289281271
461	0.4288724534
462	0.428827013
463	0.4287980008
464	0.4287690658
465	0.4287239988
466	0.4286837467
467	0.4286486323
468	0.4285885788
469	0.4285484593
470	0.4284943889
471	0.428446568
472	0.4284010849
473	0.4283474598
474	0.4282892609
475	0.4282564627
476	0.4282065847
477	0.428150848
478	0.4280789198
479	0.4280448546
480	0.4280147575
481	0.4279617213
482	0.4279025159
483	0.4278642908
484	0.4278168237
485	0.4277495179
486	0.4277072169
487	0.4276451346
488	0.4276031526
489	0.4275658813
490	0.4275212131
491	0.4274744945
492	0.427438977
493	0.4273822172
494	0.4273382758
495	0.4273016065
496	0.4272583642
497	0.427227705
498	0.4271989665
499	0.4271568732
500	0.4270582613
501	0.4270228742
502	0.4269992404
503	0.4269526145
504	0.4269140313
505	0.4268627871
506	0.4268226831
507	0.4267838436
508	0.4267516611
509	0.4266756634
510	0.4266044266
511	0.4265593036
512	0.4265139964
513	0.4264755208
514	0.4264363141
515	0.4263977005
516	0.4263646463
517	0.4263154607
518	0.4262835489
519	0.4262408154
520	0.4261934633
521	0.4261533651
522	0.4261050086
523	0.426068008
524	0.4260297687
525	0.4259930088
526	0.4259433554
527	0.4259047522
528	0.4258500286
529	0.42581536
530	0.4257913626
531	0.4257520308
532	0.4257379074
533	0.4257095524
534	0.4256669227
535	0.4256268278
536	0.425583124
537	0.4255255936
538	0.4254876312
539	0.425422377
540	0.4253802755
541	0.4253290827
542	0.4252781561
543	0.4252359807
544	0.4252016846
545	0.4251635764
546	0.4251190379
547	0.4250720182
548	0.4250444517
549	0.4249906492
550	0.4249506322
551	0.4249019058
552	0.4248723414
553	0.4248202916
554	0.4247797277
555	0.4247431627
556	0.4246925954
557	0.4246505455
558	0.4246001932
559	0.4245605709
560	0.4245195123
561	0.4244693574
562	0.4244250117
563	0.424400037
564	0.4243407587
565	0.4242909577
566	0.4242572489
567	0.4242074637
568	0.4241456513
569	0.424109156
570	0.4240761194
571	0.4240355183
572	0.4239932066
573	0.4239598999
574	0.4239263077
575	0.4238818935
576	0.4238491279
577	0.4238014584
578	0.4237473934
579	0.4237069212
580	0.4236724282
581	0.4236201315
582	0.4235755402
583	0.4235263298
584	0.4234802058
585	0.4234327342
586	0.4233906055
587	0.4233587661
588	0.4233181698
589	0.4232654062
590	0.4232166076
591	0.4231791033
592	0.4231322118
593	0.4231002341
594	0.4230629545
595	0.423022656
596	0.4229750959
597	0.4229411631
598	0.4229042856
599	0.4228509194
600	0.4228040475
601	0.4227859919
602	0.4227554958
603	0.4227160278
604	0.4226867371
605	0.4226534653
606	0.4226115206
607	0.422570592
608	0.4225157152
609	0.4225000228
610	0.4224683482
611	0.4224390307
612	0.422401166
613	0.4223719097
614	0.4223093476
615	0.4222836948
616	0.4222193642
617	0.4221832643
618	0.4221412224
619	0.4221012852
620	0.4220643845
621	0.4220291196
622	0.4219772203
623	0.4219482684
624	0.4219246478
625	0.421894047
626	0.4218698924
627	0.4218265656
628	0.4218030097
629	0.4217802148
630	0.4217466312
631	0.4217063108
632	0.4216761459
633	0.4216272142
634	0.4215877054
635	0.4215539957
636	0.4215334298
637	0.4214844279
638	0.4214522551
639	0.4214111352
640	0.4213835305
641	0.4213547782
642	0.4213169215
643	0.4212814298
644	0.4212268479
645	0.4211911215
646	0.4211428895
647	0.4211065314
648	0.4210591073
649	0.4210263502
650	0.4209958246
651	0.4209615059
652	0.4209307713
653	0.420901731
654	0.4208615388
655	0.4208344302
656	0.4207957316
657	0.4207636924
658	0.4207180935
659	0.4206941373
660	0.4206504615
661	0.4206080204
662	0.4205544669
663	0.4205248071
664	0.4204851951
665	0.4204451846
666	0.4204050768
667	0.4203553236
668	0.420330078
669	0.4202951501
670	0.4202564708
671	0.4202203124
672	0.420181035
673	0.4201434524
674	0.4201003329
675	0.4200685215
676	0.4200403655
677	0.4200173478
678	0.4199950791
679	0.4199713555
680	0.4199313463
681	0.419892561
682	0.4198678444
683	0.4198286949
684	0.419797416
685	0.4197541797
686	0.4197177592
687	0.4196742674
688	0.4196360135
689	0.4196051797
690	0.4195711926
691	0.4195364615
692	0.4194939531
693	0.4194680405
694	0.4194326172
695	0.4193874986
696	0.4193440884
697	0.4193119494
698	0.4192782551
699	0.4192373222
700	0.4191944762
701	0.4191640911
702	0.4191273783
703	0.4190960475
704	0.4190667521
705	0.4190261936
706	0.4190015339
707	0.4189793181
708	0.4189214466
709	0.4188878225
710	0.4188372113
711	0.4187992621
712	0.4187558133
713	0.418711297
714	0.4186742071
715	0.4186408412
716	0.4185907972
717	0.4185490384
718	0.4185030309
719	0.4184621994
720	0.418415044
721	0.4183770343
722	0.4183349427
723	0.4183011918
724	0.4182743449
725	0.4182511164
726	0.4182156512
727	0.4182016412
728	0.4181700316
729	0.4181216043
730	0.4180779265
731	0.4180435253
732	0.4180151018
733	0.4179745846
734	0.417944335
735	0.417909327
736	0.4178809825
737	0.4178427123
738	0.4178031967
739	0.4177603946
740	0.4177211122
741	0.4176832924
742	0.4176560468
743	0.4176240262
744	0.4175879092
745	0.4175527062
746	0.4174958212
747	0.4174603577
748	0.4174182457
749	0.4173856379
750	0.4173507762
751	0.4173123313
752	0.4172783853
753	0.4172482513
754	0.4172112848
755	0.4171767477
756	0.4171524586
757	0.4171305432
758	0.4171003682
759	0.4170640163
760	0.4170323907
761	0.4170127644
762	0.4169767103
763	0.416930853
764	0.4168851202
765	0.4168375718
766	0.4168040515
767	0.4167618307
768	0.4167259315
769	0.4166914698
770	0.4166538338
771	0.4166173359
772	0.4165861123
773	0.4165440277
774	0.4165122434
775	0.4164812526
776	0.4164498887
777	0.4164049962
778	0.4163638281
779	0.4163172286
780	0.4162788956
781	0.4162461202
782	0.4161981923
783	0.4161609776
784	0.4161263868
785	0.4160862353
786	0.4160481884
787	0.4160121873
788	0.4159877868
789	0.4159541538
790	0.4159185915
791	0.4158927924
792	0.4158457935
793	0.4158183977
794	0.4157890087
795	0.4157511191
796	0.4157177948
797	0.4156795697
798	0.4156535433
799	0.4156252731
800	0.4155879682
801	0.4155523067
802	0.4155291649
803	0.4155033799
804	0.4154661832
805	0.4154156947
806	0.4153785451
807	0.4153377462
808	0.4153046076
809	0.415272126
810	0.4152395651
811	0.4151990907
812	0.4151644802
813	0.4151279716
814	0.4151026307
815	0.4150640207
816	0.4150314505
817	0.4150051
818	0.414975316
819	0.4149533918
820	0.4149246667
821	0.4148931062
822	0.414869624
823	0.4148387265
824	0.4148020345
825	0.4147585925
826	0.4147359498
827	0.4146970009
828	0.4146694517
829	0.4146159996
830	0.4145801739
831	0.4145283697
832	0.4144948976
833	0.4144612332
834	0.4144396666
835	0.4144151934
836	0.4143799581
837	0.4143333029
838	0.4142957374
839	0.4142566224
840	0.4142229964
841	0.4141942399
842	0.4141534424
843	0.4141197156
844	0.4140888314
845	0.4140606867
846	0.4140339663
847	0.4140108315
848	0.4139850098
849	0.4139449903
850	0.4139031432
851	0.4138761125
852	0.4138394555
853	0.4137961353
854	0.4137717106
855	0.4137349961
856	0.4137028918
857	0.4136686526
858	0.4136342279
859	0.4136130687
860	0.4135789581
861	0.4135448204
862	0.4135218038
863	0.4134876672
864	0.4134546226
865	0.4134087691
866	0.413375422
867	0.4133214897
868	0.41328697
869	0.4132511295
870	0.4132308968
871	0.4131986627
872	0.413179046
873	0.4131425221
874	0.4131133904
875	0.4130887261
876	0.413062949
877	0.413027218
878	0.412994643
879	0.4129637082
880	0.4129332515
881	0.4129040203
882	0.412858928
883	0.4128205896
884	0.4127926813
885	0.4127653228
886	0.412721616
887	0.4126896153
888	0.4126646445
889	0.4126328865
890	0.4126097363
891	0.4125720756
892	0.4125400157
893	0.4125063204
894	0.4124763285
895	0.4124486069
896	0.4124129335
897	0.4123791248
898	0.4123387282
899	0.4123082443
900	0.4122737943
901	0.4122358351
902	0.4122034119
903	0.4121746423
904	0.4121360583
905	0.4121031625
906	0.4120662184
907	0.412029514
908	0.4119961535
909	0.4119615705
910	0.4119240352
911	0.4118927507
912	0.411871479
913	0.4118474248
914	0.4118266891
915	0.4117964421
916	0.4117681488
917	0.4117213415
918	0.411682385
919	0.4116455046
920	0.4116084309
921	0.4115786426
922	0.4115418208
923	0.4114886003
924	0.4114614024
925	0.4114112094
926	0.411375393
927	0.4113404332
928	0.4113160491
929	0.4112782046
930	0.4112476008
931	0.4112304901
932	0.4111894788
933	0.4111653057
934	0.4111389937
935	0.4111187073
936	0.411093473
937	0.4110573724
938	0.4110210737
939	0.4109857664
940	0.4109384473
941	0.4109164178
942	0.410876422
943	0.4108505217
944	0.4108124452
945	0.4107816494
946	0.410752299
947	0.4107175814
948	0.4107002377
949	0.4106623798
950	0.4106272141
951	0.4106025322
952	0.4105639085
953	0.4105267103
954	0.41049536
955	0.4104580508
956	0.4104162402
957	0.4103802368
958	0.410335731
959	0.4102907749
960	0.4102426626
961	0.4102169785
962	0.4101984007
963	0.4101781358
964	0.4101395023
965	0.4100913873
966	0.4100653336
967	0.4100393185
968	0.410013376
969	0.4099792299
970	0.4099475723
971	0.4099160214
972	0.4098888903
973	0.4098485052
974	0.409824863
975	0.4097951598
976	0.409763364
977	0.4097279602
978	0.409704
979	0.4096803783
980	0.4096616175
981	0.4096274159
982	0.4096004728
983	0.4095676428
984	0.4095475514
985	0.4095226657
986	0.4094922183
987	0.4094781065
988	0.4094510609
989	0.4094210211
990	0.4093834227
991	0.4093550942
992	0.4093284404
993	0.4092992755
994	0.4092588398
995	0.4092276327
996	0.4092026641
997	0.4091655935
998	0.4091414727
999	0.4091125145
